herb,symptom,indication
214,115,1
207,45,0
305,151,1
307,124,1
563,76,0
10,51,1
221,172,1
274,86,0
345,51,1
699,60,1
544,126,0
664,99,1
536,8,1
600,98,1
185,55,0
786,171,1
397,146,0
631,72,0
18,71,0
79,93,0
246,98,0
718,23,0
236,172,1
674,53,0
671,27,0
94,11,0
244,67,1
372,152,0
186,67,1
208,22,0
411,33,1
200,14,1
22,151,1
322,127,0
186,98,1
161,132,0
459,76,0
499,33,1
391,128,0
591,151,1
230,105,0
373,99,1
250,60,1
719,99,1
447,124,1
262,13,0
359,28,0
187,5,0
553,51,1
576,14,1
323,45,1
1,139,0
201,51,1
205,99,1
445,124,1
299,115,1
782,99,1
61,152,0
759,55,0
228,64,0
301,162,1
108,89,0
721,33,1
13,6,0
797,173,0
691,171,0
700,33,1
319,51,1
277,51,1
802,54,0
388,58,0
86,67,1
581,162,1
86,6,1
134,32,1
447,23,0
353,29,0
572,65,0
308,33,1
123,51,1
583,22,0
192,60,1
453,99,1
561,3,1
779,151,0
43,97,1
700,148,0
545,111,0
122,33,1
652,105,0
720,113,0
444,51,1
468,81,0
269,99,1
477,17,0
104,90,0
244,45,1
119,51,1
506,67,0
27,85,0
120,99,1
664,143,0
660,31,0
48,160,0
25,63,0
108,86,0
84,162,1
41,107,0
397,58,0
779,119,0
739,42,0
442,60,0
546,63,1
449,100,0
135,6,1
238,135,1
18,33,1
575,0,0
735,60,1
678,135,0
754,135,1
531,99,1
780,61,0
600,10,0
32,33,1
596,119,0
81,162,1
217,99,1
637,169,0
783,45,1
687,77,0
785,135,0
254,169,0
217,76,0
18,51,1
522,99,1
590,158,0
169,128,0
532,11,0
699,60,1
734,43,0
134,172,1
94,54,0
73,53,0
381,51,1
386,149,0
493,51,1
637,85,0
492,143,0
702,51,1
415,142,0
447,162,1
340,99,1
795,38,1
424,33,1
437,39,0
43,33,1
592,68,0
170,67,0
518,51,1
137,38,1
713,51,1
244,51,1
591,63,1
536,31,1
167,45,1
755,51,1
478,20,0
526,119,0
672,6,1
418,70,0
84,7,0
323,6,1
380,141,0
401,19,0
116,23,0
540,84,0
30,91,0
45,104,0
208,99,1
4,20,0
351,99,1
164,45,1
647,151,0
25,51,1
691,149,0
601,69,0
319,99,1
421,99,1
56,72,0
331,29,1
336,99,1
290,99,1
458,158,0
653,17,0
168,99,1
278,171,0
240,14,0
700,99,1
28,45,1
701,14,0
227,51,1
