herb,symptom,indication
214,115,1
33,31,1
207,45,0
305,151,1
646,16,0
307,124,1
563,76,0
10,51,1
274,86,0
345,51,1
275,75,0
699,60,1
664,99,1
536,8,1
340,140,0
600,98,1
353,38,1
786,171,1
30,51,1
397,146,0
18,71,0
246,98,0
718,23,0
236,172,1
674,53,0
671,27,0
94,11,0
244,67,1
372,152,0
500,114,0
114,166,0
745,67,1
186,67,1
614,26,0
208,22,0
411,33,1
200,14,1
22,151,1
322,127,0
186,98,1
161,132,0
122,87,0
459,76,0
782,51,1
591,151,1
230,105,0
373,99,1
250,60,1
719,99,1
447,124,1
359,28,0
553,51,1
576,14,1
323,45,1
1,139,0
43,51,1
205,99,1
445,124,1
299,115,1
61,152,0
228,64,0
301,162,1
108,89,0
86,99,1
13,6,0
797,173,0
691,171,0
700,33,1
319,51,1
277,51,1
86,67,1
581,162,1
86,6,1
134,32,1
777,44,0
550,25,0
447,23,0
353,29,0
572,65,0
308,33,1
763,37,0
123,51,1
583,22,0
173,31,0
453,99,1
561,3,1
695,17,0
43,97,1
545,111,0
122,33,1
652,105,0
720,113,0
444,51,1
468,81,0
269,99,1
477,17,0
57,6,1
11,30,0
244,45,1
750,115,1
519,14,1
664,143,0
660,31,0
48,160,0
135,39,0
108,86,0
119,33,1
84,162,1
41,107,0
397,58,0
779,119,0
739,42,0
442,60,0
546,63,1
449,100,0
135,6,1
238,135,1
18,33,1
575,0,0
247,99,1
735,60,1
678,135,0
796,148,1
754,135,1
531,99,1
780,61,0
600,10,0
596,119,0
81,30,0
517,45,1
81,162,1
217,99,1
637,169,0
687,77,0
182,53,0
536,99,1
254,169,0
217,76,0
18,51,1
590,158,0
169,128,0
532,11,0
699,60,1
734,43,0
696,96,0
134,172,1
73,53,0
381,51,1
493,51,1
637,85,0
234,51,1
492,143,0
702,51,1
415,142,0
478,51,1
795,38,1
424,33,1
192,99,1
74,99,1
437,39,0
592,68,0
170,67,0
518,51,1
137,38,1
10,6,1
244,51,1
263,30,0
297,51,1
641,77,0
536,31,1
2,67,1
526,119,0
672,6,1
418,70,0
84,7,0
323,6,1
380,141,0
401,19,0
449,99,1
116,23,0
540,84,0
208,99,1
351,99,1
164,45,1
505,25,0
647,151,0
25,51,1
691,149,0
421,99,1
56,72,0
331,29,1
598,162,1
336,99,1
290,99,1
458,158,0
653,17,0
168,99,1
173,77,0
240,14,0
700,99,1
28,45,1
350,150,0
701,14,0
227,51,1
445,51,1
36,155,0
796,98,1
229,38,1
605,156,0
120,6,1
333,51,1
637,39,0
593,115,0
596,68,0
63,99,1
329,62,0
323,160,0
47,172,1
183,60,0
525,153,0
271,115,1
421,73,0
399,109,0
786,97,1
517,99,1
16,8,1
192,33,1
171,133,0
562,52,0
561,107,0
629,132,0
140,56,0
788,119,0
204,46,0
199,7,0
249,162,1
512,51,0
590,153,0
364,162,1
644,99,1
299,164,0
694,51,1
620,60,0
339,51,1
287,31,0
443,124,0
474,71,0
15,31,1
791,53,0
562,67,1
68,89,0
771,135,0
200,135,1
673,19,0
753,151,0
45,114,0
285,40,0
265,78,0
752,45,0
521,165,0
629,33,1
150,29,1
769,172,1
307,99,1
721,115,1
155,99,1
373,45,1
427,50,0
710,51,1
291,105,0
348,63,1
207,38,0
122,51,1
542,151,1
446,99,1
524,162,0
597,87,0
792,151,1
349,173,0
484,64,0
222,99,1
432,105,0
709,6,1
60,164,0
704,51,1
203,33,1
735,99,1
758,51,1
50,169,0
436,99,1
370,45,1
517,51,1
209,115,1
234,153,0
667,112,0
138,99,0
387,153,0
736,69,0
149,99,1
721,42,1
761,161,0
674,1,1
591,53,0
447,33,1
770,115,1
689,99,1
10,4,0
666,98,1
357,59,1
179,67,0
11,33,1
206,6,1
759,83,0
285,31,1
209,38,1
646,94,0
85,99,1
621,19,0
470,21,0
578,99,1
421,98,1
536,1,1
202,33,1
474,3,0
794,171,0
769,142,0
602,99,1
143,45,1
558,71,1
152,51,1
715,122,0
260,45,1
497,139,0
755,144,0
147,105,0
687,128,0
104,32,1
381,115,1
180,89,0
341,125,0
141,32,0
533,32,1
154,115,1
1,67,0
1,168,0
626,33,0
125,151,0
735,51,1
481,59,0
636,172,1
788,128,0
110,50,0
584,135,1
552,59,1
724,123,0
43,63,1
357,151,1
540,13,0
612,9,0
94,61,0
787,91,0
736,172,1
43,151,1
591,60,1
678,51,1
508,70,0
217,127,0
361,82,0
596,26,0
469,99,1
123,17,0
409,168,0
755,113,0
150,51,1
478,73,1
557,99,1
10,122,0
351,51,1
427,1,0
642,114,0
48,67,0
49,172,1
269,38,1
21,80,0
337,99,1
41,92,0
763,27,0
11,51,1
