herb,symptom,indication
214,115,1
33,31,1
207,45,0
305,151,1
646,16,0
307,124,1
563,76,0
10,51,1
221,172,1
274,86,0
345,51,1
275,75,0
699,60,1
544,126,0
664,99,1
536,8,1
340,140,0
600,98,1
185,55,0
353,38,1
786,171,1
30,51,1
397,146,0
631,72,0
18,71,0
79,93,0
246,98,0
718,23,0
236,172,1
94,11,0
372,152,0
500,114,0
114,166,0
745,67,1
186,67,1
614,26,0
208,22,0
411,33,1
200,14,1
22,151,1
122,87,0
459,76,0
499,33,1
391,128,0
782,51,1
230,105,0
373,99,1
250,60,1
719,99,1
262,13,0
359,28,0
187,5,0
553,51,1
576,14,1
323,45,1
43,51,1
201,51,1
205,99,1
299,115,1
782,99,1
759,55,0
228,64,0
108,89,0
86,99,1
721,33,1
13,6,0
797,173,0
691,171,0
319,51,1
277,51,1
802,54,0
388,58,0
86,67,1
581,162,1
134,32,1
777,44,0
550,25,0
447,23,0
353,29,0
308,33,1
763,37,0
583,22,0
173,31,0
192,60,1
561,3,1
779,151,0
695,17,0
700,148,0
545,111,0
122,33,1
652,105,0
444,51,1
269,99,1
477,17,0
57,6,1
104,90,0
11,30,0
244,45,1
119,51,1
750,115,1
506,67,0
27,85,0
519,14,1
120,99,1
660,31,0
48,160,0
135,39,0
25,63,0
108,86,0
119,33,1
84,162,1
41,107,0
397,58,0
442,60,0
546,63,1
449,100,0
135,6,1
238,135,1
575,0,0
247,99,1
735,60,1
678,135,0
796,148,1
754,135,1
531,99,1
600,10,0
32,33,1
81,30,0
517,45,1
81,162,1
217,99,1
783,45,1
687,77,0
182,53,0
536,99,1
785,135,0
217,76,0
18,51,1
522,99,1
590,158,0
532,11,0
734,43,0
696,96,0
94,54,0
381,51,1
386,149,0
234,51,1
492,143,0
702,51,1
415,142,0
447,162,1
340,99,1
478,51,1
795,38,1
192,99,1
74,99,1
437,39,0
43,33,1
592,68,0
518,51,1
10,6,1
713,51,1
263,30,0
297,51,1
641,77,0
591,63,1
536,31,1
167,45,1
2,67,1
755,51,1
478,20,0
526,119,0
323,6,1
380,141,0
401,19,0
449,99,1
116,23,0
30,91,0
45,104,0
4,20,0
351,99,1
164,45,1
505,25,0
25,51,1
691,149,0
601,69,0
319,99,1
56,72,0
598,162,1
336,99,1
290,99,1
653,17,0
278,171,0
173,77,0
240,14,0
700,99,1
28,45,1
350,150,0
445,51,1
36,155,0
796,98,1
120,6,1
637,39,0
612,99,1
596,68,0
329,62,0
47,172,1
177,56,0
183,60,0
525,153,0
200,33,1
271,115,1
421,73,0
399,109,0
517,99,1
304,38,1
192,33,1
567,26,0
171,133,0
562,52,0
278,51,1
752,151,1
561,107,0
644,6,1
243,6,1
140,56,0
788,119,0
123,124,1
348,51,1
204,46,0
60,33,1
512,51,0
590,153,0
364,162,1
644,99,1
253,168,0
290,51,1
156,144,0
620,60,0
339,51,1
135,70,0
54,135,0
287,31,0
309,172,0
302,128,1
570,97,0
474,71,0
779,99,1
15,31,1
672,162,1
791,53,0
99,33,1
68,89,0
200,135,1
673,19,0
285,40,0
752,45,0
521,165,0
629,33,1
150,29,1
769,172,1
307,99,1
630,19,0
155,99,1
373,45,1
427,50,0
710,51,1
291,105,0
348,63,1
207,38,0
222,60,1
122,51,1
315,0,0
754,45,1
636,99,1
542,151,1
446,99,1
597,87,0
792,151,1
384,36,0
585,99,1
349,173,0
633,48,0
222,99,1
432,105,0
709,6,1
552,156,1
60,164,0
65,6,1
269,51,1
704,51,1
203,33,1
735,99,1
353,115,1
370,45,1
517,51,1
209,115,1
234,153,0
667,112,0
325,99,1
138,99,0
387,153,0
291,51,1
736,69,0
149,99,1
721,42,1
277,106,0
247,89,0
411,97,0
761,161,0
674,1,1
269,64,0
447,33,1
770,115,1
689,99,1
10,4,0
666,98,1
685,49,0
179,67,0
11,33,1
206,6,1
759,83,0
285,31,1
209,38,1
646,94,0
621,19,0
470,21,0
578,99,1
399,51,1
536,73,1
794,171,0
769,142,0
540,128,1
699,99,1
143,45,1
558,71,1
152,51,1
260,45,1
250,45,1
755,144,0
147,105,0
702,67,1
28,153,0
687,128,0
502,10,0
381,115,1
141,32,0
1,67,0
14,11,0
714,124,1
626,33,0
125,151,0
15,93,0
636,172,1
788,128,0
110,50,0
549,8,1
552,59,1
724,123,0
43,63,1
357,151,1
540,13,0
787,91,0
736,172,1
361,82,0
596,26,0
469,99,1
123,17,0
409,168,0
755,113,0
796,162,1
478,73,1
557,99,1
10,122,0
351,51,1
427,1,0
269,38,1
376,99,1
21,80,0
337,99,1
11,51,1
754,31,0
126,51,0
422,51,1
792,119,0
52,6,1
152,165,0
626,30,0
