herb,symptom,indication
214,115,1
33,31,1
207,45,0
305,151,1
646,16,0
307,124,1
563,76,0
10,51,1
274,86,0
345,51,1
275,75,0
544,126,0
536,8,1
340,140,0
777,170,0
600,98,1
353,38,1
30,51,1
397,146,0
708,120,0
79,93,0
246,98,0
718,23,0
236,172,1
674,53,0
671,27,0
94,11,0
244,67,1
500,114,0
114,166,0
745,67,1
186,67,1
614,26,0
208,22,0
411,33,1
200,14,1
322,127,0
186,98,1
122,87,0
499,33,1
391,128,0
230,105,0
250,60,1
719,99,1
262,13,0
359,28,0
187,5,0
553,51,1
576,14,1
323,45,1
43,51,1
201,51,1
205,99,1
299,115,1
759,55,0
228,64,0
108,89,0
86,99,1
721,33,1
797,173,0
691,171,0
700,33,1
319,51,1
802,54,0
86,67,1
581,162,1
86,6,1
134,32,1
353,29,0
572,65,0
763,37,0
123,51,1
583,22,0
173,31,0
192,60,1
561,3,1
779,151,0
695,17,0
43,97,1
700,148,0
545,111,0
210,138,0
468,81,0
269,99,1
477,17,0
57,6,1
11,30,0
244,45,1
119,51,1
506,67,0
27,85,0
519,14,1
120,99,1
664,143,0
660,31,0
135,39,0
25,63,0
119,33,1
41,107,0
779,119,0
442,60,0
546,63,1
449,100,0
238,135,1
18,33,1
575,0,0
247,99,1
735,60,1
678,135,0
796,148,1
629,130,1
134,134,1
531,99,1
780,61,0
600,10,0
32,33,1
591,134,1
98,74,0
596,119,0
81,30,0
517,45,1
81,162,1
217,99,1
637,169,0
783,45,1
785,135,0
254,169,0
217,76,0
18,51,1
522,99,1
169,128,0
532,11,0
734,43,0
134,172,1
94,54,0
73,53,0
637,85,0
234,51,1
492,143,0
345,134,1
702,51,1
415,142,0
340,99,1
424,33,1
192,99,1
437,39,0
43,33,1
592,68,0
170,67,0
518,51,1
137,38,1
263,30,0
297,51,1
56,103,0
641,77,0
591,63,1
536,31,1
2,67,1
755,51,1
478,20,0
526,119,0
672,6,1
323,6,1
380,141,0
401,19,0
449,99,1
540,84,0
45,104,0
4,20,0
351,99,1
505,25,0
647,151,0
25,51,1
691,149,0
601,69,0
319,99,1
421,99,1
56,72,0
331,29,1
290,99,1
653,17,0
168,99,1
278,171,0
173,77,0
43,134,1
240,14,0
700,99,1
350,150,0
701,14,0
227,51,1
445,51,1
226,134,1
205,131,0
36,155,0
796,98,1
229,38,1
120,6,1
333,51,1
637,39,0
612,99,1
593,115,0
596,68,0
63,99,1
329,62,0
323,160,0
47,172,1
177,56,0
183,60,0
525,153,0
200,33,1
271,115,1
399,109,0
786,97,1
517,99,1
16,8,1
304,38,1
192,33,1
562,52,0
278,51,1
644,6,1
629,132,0
243,6,1
140,56,0
788,119,0
199,7,0
249,162,1
512,51,0
644,99,1
299,164,0
290,51,1
156,144,0
135,70,0
54,135,0
309,172,0
302,128,1
570,97,0
443,124,0
474,71,0
779,99,1
672,162,1
99,33,1
68,89,0
677,117,0
265,78,0
521,165,0
367,134,1
150,29,1
307,99,1
721,115,1
155,99,1
427,50,0
710,51,1
291,105,0
348,63,1
207,38,0
222,60,1
250,134,1
667,170,0
122,51,1
315,0,0
636,99,1
217,134,1
446,99,1
524,162,0
597,87,0
792,151,1
384,36,0
633,48,0
484,64,0
432,105,0
65,6,1
269,51,1
704,51,1
203,33,1
735,99,1
517,51,1
209,115,1
234,153,0
667,112,0
325,99,1
138,99,0
291,51,1
149,99,1
721,42,1
625,2,0
411,97,0
761,161,0
674,1,1
269,64,0
677,134,1
591,53,0
770,115,1
10,4,0
666,98,1
685,49,0
179,67,0
11,33,1
209,38,1
646,94,0
85,99,1
621,19,0
578,99,1
399,51,1
421,98,1
536,1,1
698,138,0
202,33,1
474,3,0
794,171,0
769,142,0
602,99,1
540,128,1
143,45,1
558,71,1
152,51,1
715,122,0
260,45,1
250,45,1
755,144,0
94,130,0
702,67,1
28,153,0
502,10,0
104,32,1
341,125,0
458,129,0
141,32,0
533,32,1
1,67,0
586,134,1
1,168,0
2,138,0
735,51,1
653,138,0
481,59,0
636,172,1
788,128,0
110,50,0
549,8,1
584,135,1
552,59,1
357,151,1
452,130,1
612,9,0
94,61,0
736,172,1
43,151,1
591,60,1
678,51,1
217,127,0
174,130,1
596,26,0
469,99,1
123,17,0
409,168,0
755,113,0
150,51,1
796,162,1
478,73,1
557,99,1
351,51,1
774,103,0
374,138,0
427,1,0
642,114,0
48,67,0
49,172,1
325,131,0
269,38,1
21,80,0
337,99,1
41,92,0
763,27,0
11,51,1
126,51,0
422,51,1
203,134,1
792,119,0
152,165,0
121,166,0
216,111,0
209,63,1
560,6,1
783,139,0
416,6,1
783,73,1
240,33,1
244,139,0
