herb,symptom,indication
214,115,1
207,45,0
305,151,1
307,124,1
563,76,0
10,51,1
221,172,1
274,86,0
345,51,1
544,126,0
664,99,1
536,8,1
340,140,0
600,98,1
185,55,0
786,171,1
397,146,0
631,72,0
708,120,0
18,71,0
79,93,0
246,98,0
718,23,0
236,172,1
674,53,0
671,27,0
94,11,0
244,67,1
186,67,1
208,22,0
411,33,1
200,14,1
322,127,0
186,98,1
122,87,0
459,76,0
391,128,0
782,51,1
591,151,1
250,60,1
719,99,1
262,13,0
359,28,0
187,5,0
553,51,1
576,14,1
323,45,1
1,139,0
43,51,1
201,51,1
205,99,1
445,124,1
782,99,1
759,55,0
228,64,0
108,89,0
86,99,1
721,33,1
13,6,0
797,173,0
691,171,0
700,33,1
277,51,1
802,54,0
388,58,0
86,67,1
581,162,1
86,6,1
134,32,1
777,44,0
550,25,0
353,29,0
572,65,0
308,33,1
763,37,0
173,31,0
192,60,1
561,3,1
779,151,0
43,97,1
700,148,0
122,33,1
210,138,0
468,81,0
269,99,1
57,6,1
104,90,0
11,30,0
244,45,1
119,51,1
506,67,0
27,85,0
519,14,1
120,99,1
664,143,0
48,160,0
25,63,0
108,86,0
84,162,1
792,134,1
397,58,0
779,119,0
442,60,0
546,63,1
135,6,1
238,135,1
575,0,0
247,99,1
678,135,0
796,148,1
629,130,1
134,134,1
531,99,1
780,61,0
600,10,0
32,33,1
591,134,1
596,119,0
81,30,0
81,162,1
217,99,1
637,169,0
783,45,1
182,53,0
536,99,1
217,76,0
18,51,1
522,99,1
590,158,0
169,128,0
696,96,0
134,172,1
94,54,0
73,53,0
381,51,1
637,85,0
234,51,1
492,143,0
345,134,1
702,51,1
340,99,1
478,51,1
424,33,1
192,99,1
74,99,1
437,39,0
43,33,1
170,67,0
518,51,1
137,38,1
10,6,1
244,51,1
297,51,1
56,103,0
536,31,1
167,45,1
2,67,1
755,51,1
478,20,0
526,119,0
84,7,0
323,6,1
116,23,0
540,84,0
30,91,0
208,99,1
4,20,0
351,99,1
505,25,0
647,151,0
25,51,1
691,149,0
601,69,0
319,99,1
56,72,0
331,29,1
598,162,1
336,99,1
290,99,1
458,158,0
653,17,0
168,99,1
173,77,0
43,134,1
240,14,0
700,99,1
28,45,1
350,150,0
701,14,0
227,51,1
226,134,1
205,131,0
36,155,0
796,98,1
229,38,1
605,156,0
333,51,1
637,39,0
612,99,1
596,68,0
63,99,1
329,62,0
